Date,Close,Volume,Market Cap,Oil,Gold,ETH,Ripple,Bitcoin Cash,Litecoin,NEO,Cardano,Stellar,EOS,DASH,NEM,ETH Classic,Lisk
"Dec 15, 2015",465.32,83121100,6640850000,37.35,1069.15,1.01,0.006684,0.006684,3.83,3.83,3.83,0.00187,0.00187,2.68,0.000126,0.000126,1
"Dec 16, 2015",454.93,107944000,6962090000,35.52,1065.75,0.991182,0.006755,0.006755,3.7,3.7,3.7,0.001846,0.001846,2.69,0.000183,0.000183,1
"Dec 17, 2015",456.08,47978400,6807850000,34.95,1065.85,0.940701,0.006694,0.006694,3.74,3.74,3.74,0.001857,0.001857,2.61,0.000243,0.000243,1
"Dec 18, 2015",463.62,60220100,6825640000,34.73,1055.25,0.920127,0.006387,0.006387,3.76,3.76,3.76,0.001849,0.001849,2.65,0.000182,0.000182,1
"Dec 19, 2015",462.32,47892700,6942950000,34.73,1055.25,0.908072,0.006291,0.006291,3.72,3.72,3.72,0.001842,0.001842,2.61,0.000162,0.000162,1
"Dec 20, 2015",442.69,75409400,6925030000,34.73,1055.25,0.903885,0.006235,0.006235,3.54,3.54,3.54,0.001746,0.001746,2.49,0.000155,0.000155,1
"Dec 21, 2015",438.64,77639700,6636280000,34.74,1071.15,0.900771,0.006269,0.006269,3.46,3.46,3.46,0.00178,0.00178,2.47,0.000192,0.000192,0.999864
"Dec 22, 2015",436.57,50840400,6556960000,36.14,1077,0.864202,0.006193,0.006193,3.42,3.42,3.42,0.001728,0.001728,2.55,0.000194,0.000194,0.999801
"Dec 23, 2015",442.4,47161400,6547850000,37.5,1071.5,0.858077,0.006021,0.006021,3.58,3.58,3.58,0.001742,0.001742,2.53,0.000203,0.000203,1
"Dec 24, 2015",454.99,57157200,6645120000,38.1,1071.9,0.863262,0.005971,0.005971,3.64,3.64,3.64,0.00177,0.00177,2.77,0.000178,0.000178,1
"Dec 25, 2015",455.65,39078500,6823120000,38.1,1071.9,0.870363,0.006487,0.006487,3.62,3.62,3.62,0.001828,0.001828,2.83,0.000185,0.000185,1
"Dec 26, 2015",417.27,116166000,6838480000,38.1,1071.9,0.854603,0.006174,0.006174,3.42,3.42,3.42,0.00165,0.00165,2.77,0.000162,0.000162,1
"Dec 27, 2015",422.82,53591200,6251440000,38.1,1071.9,0.856365,0.006343,0.006343,3.48,3.48,3.48,0.00172,0.00172,2.65,0.00015,0.00015,1
"Dec 28, 2015",422.28,49638600,6356100000,36.81,1071.9,0.845005,0.00634,0.00634,3.47,3.47,3.47,0.001777,0.001777,2.98,0.00014,0.00014,1
"Dec 29, 2015",432.98,51596500,6339010000,37.87,1067.25,0.873054,0.006264,0.006264,3.5,3.5,3.5,0.001743,0.001743,3.09,0.000161,0.000161,1
"Dec 30, 2015",426.62,46889400,6508960000,36.6,1067.8,0.911958,0.006182,0.006182,3.46,3.46,3.46,0.001763,0.001763,3.52,0.00016,0.00016,1
"Dec 31, 2015",430.57,45996600,6399190000,37.04,1062.25,0.933542,0.00604,0.00604,3.48,3.48,3.48,0.001751,0.001751,3.27,0.000151,0.000151,1
"Jan 01, 2016",434.33,36278900,6473530000,37.04,1062.25,0.948024,0.005955,0.005955,3.51,3.51,3.51,0.001748,0.001748,3.38,0.000162,0.000162,1
"Jan 02, 2016",433.44,30096600,6533630000,37.04,1062.25,0.937124,0.006065,0.006065,3.5,3.5,3.5,0.001741,0.001741,3.28,0.000165,0.000165,1
"Jan 03, 2016",430.01,39633800,6519500000,37.04,1062.25,0.971905,0.006017,0.006017,3.48,3.48,3.48,0.001744,0.001744,3.24,0.000175,0.000175,1
"Jan 04, 2016",433.09,38477500,6468180000,37.04,1062.25,0.95448,0.005958,0.005958,3.5,3.5,3.5,0.001748,0.001748,3.32,0.000203,0.000203,1
"Jan 05, 2016",431.96,34522600,6515380000,37.04,1062.25,0.950176,0.006044,0.006044,3.47,3.47,3.47,0.001721,0.001721,3.33,0.000186,0.000186,1
"Jan 06, 2016",429.11,34042500,6498830000,37.04,1062.25,0.95086,0.006003,0.006003,3.45,3.45,3.45,0.001672,0.001672,3.38,0.000188,0.000188,1
"Jan 07, 2016",458.05,87562200,6472580000,37.04,1062.25,0.942005,0.006039,0.006039,3.6,3.6,3.6,0.001728,0.001728,3.38,0.000252,0.000252,1
"Jan 08, 2016",453.23,56993000,6888600000,37.04,1062.25,0.986789,0.005933,0.005933,3.57,3.57,3.57,0.001681,0.001681,3.31,0.000272,0.000272,1
"Jan 09, 2016",447.61,32278000,6828000000,37.04,1062.25,0.986833,0.005982,0.005982,3.56,3.56,3.56,0.001749,0.001749,3.18,0.000256,0.000256,1
"Jan 10, 2016",447.99,35995900,6752210000,37.04,1062.25,0.999231,0.005956,0.005956,3.54,3.54,3.54,0.001765,0.001765,3.29,0.000256,0.000256,1
"Jan 11, 2016",448.43,40450000,6761090000,31.41,1104.7,1.06,0.005895,0.005895,3.56,3.56,3.56,0.00174,0.00174,3.15,0.000239,0.000239,1
